"","nlcd","elevation","aspect","slope","x","y","aspect_categorical","animal_id","use"
"82429",7,2273.2734375,299.196960449219,4.26224327087402,-1118520,1720710,"W","D8",0
"89639",6,2295.56103515625,291.081268310547,1.95344603061676,-1118220,1720260,"W","D8",0
"111670",7,2239.77661132812,239.069427490234,1.61178183555603,-1119690,1718880,"W","D8",0
"64704",7,2329.15991210938,258.278594970703,2.8443648815155,-1117470,1721820,"W","D8",0
"106378",7,2215.9580078125,305.275360107422,6.89056968688965,-1120050,1719210,"W","D8",0
"106388",7,2235.46533203125,311.482666015625,4.99425458908081,-1119750,1719210,"W","D8",0
"57050",7,2365.64575195312,234.082290649414,1.31266593933105,-1116690,1722300,"W","D8",0
"65206",6,2357.96459960938,224.872177124023,2.62690377235413,-1116810,1721790,"S","D8",0
"71429",7,2327.2802734375,162.159454345703,3.4387583732605,-1117320,1721400,"S","D8",0
"91022",7,2250.0625,156.174438476562,1.84410405158997,-1119930,1720170,"S","D8",0
"70442",7,2303.17724609375,208.682693481445,4.90805673599243,-1118130,1721460,"S","D8",0
"87236",3,2294.0283203125,153.981414794922,1.50195574760437,-1118310,1720410,"S","D8",0
"94432",7,2291.06079101562,269.070922851562,3.46735835075378,-1118430,1719960,"W","D8",0
"120772",6,2213.93041992188,267.505615234375,9.69371795654297,-1120230,1718310,"W","D8",0
"95822",4,2246.28173828125,250.460952758789,1.73706638813019,-1119930,1719870,"W","D8",0
"94419",3,2278.58642578125,290.945953369141,2.99134063720703,-1118820,1719960,"W","D8",0
"108780",3,2231.28393554688,275.324035644531,2.8878870010376,-1119990,1719060,"W","D8",0
"108788",3,2237.31420898438,238.155059814453,1.71231544017792,-1119750,1719060,"W","D8",0
"61830",7,2337.83666992188,250.050521850586,1.99882853031158,-1117290,1722000,"W","D8",0
"114057",4,2228.45263671875,279.473419189453,4.42957782745361,-1120080,1718730,"W","D8",0
"83408",7,2307.21728515625,276.795349121094,2.96614694595337,-1117950,1720650,"W","D8",0
"66144",7,2329.5244140625,279.158813476562,2.17962670326233,-1117470,1721730,"W","D8",0
"113106",7,2233.51049804688,241.289474487305,3.53012490272522,-1119810,1718790,"W","D8",0
"91989",4,2254.8212890625,164.917739868164,1.47310316562653,-1119720,1720110,"S","D8",0
"90599",7,2297.1982421875,309.917633056641,2.41497468948364,-1118220,1720200,"W","D8",0
"91507",4,2254.34912109375,266.408142089844,2.62665295600891,-1119780,1720140,"W","D8",0
"60873",7,2341.68994140625,254.102325439453,2.39358019828796,-1117200,1722060,"W","D8",0
"87673",4,2256.69921875,118.500984191895,4.35999059677124,-1119600,1720380,"E","D8",0
"87729",7,2308.81909179688,243.100555419922,3.63634514808655,-1117920,1720380,"W","D8",0
"115488",7,2199.97827148438,255.179580688477,7.47684860229492,-1120350,1718640,"W","D8",0
"77660",7,2320.05908203125,259.057769775391,3.62337875366211,-1117590,1721010,"W","D8",0
"115011",7,2213.40649414062,258.546539306641,7.0250301361084,-1120260,1718670,"W","D8",0
"66646",7,2356.03198242188,226.012741088867,2.19100117683411,-1116810,1721700,"W","D8",0
"80068",7,2330.28198242188,287.580627441406,2.00352716445923,-1117350,1720860,"W","D8",0
"83888",7,2307.67163085938,282.3212890625,2.71023869514465,-1117950,1720620,"W","D8",0
"83881",7,2298.96997070312,258.411193847656,2.23074555397034,-1118160,1720620,"W","D8",0
"109278",7,2240.89770507812,149.268218994141,5.48683452606201,-1119450,1719030,"S","D8",0
"55637",7,2390.13330078125,203.607559204102,2.86444067955017,-1115880,1722390,"S","D8",0
"61365",7,2358.47705078125,170.189437866211,0.861198425292969,-1116840,1722030,"S","D8",0
"77632",7,2284.72998046875,172.61247253418,2.79498815536499,-1118430,1721010,"S","D8",0
"92961",7,2256.05908203125,257.6865234375,4.72756624221802,-1119360,1720050,"W","D8",0
"55641",7,2391.2021484375,189.510131835938,2.38639259338379,-1115760,1722390,"S","D8",0
"63780",7,2367.04956054688,146.76252746582,4.65588426589966,-1116390,1721880,"S","D8",0
"78147",7,2328.947265625,260.453979492188,2.35278177261353,-1117380,1720980,"W","D8",0
"95389",7,2285.6318359375,252.087707519531,3.07917475700378,-1118520,1719900,"W","D8",0
"54186",7,2381.52026367188,249.77961730957,2.92363810539246,-1116210,1722480,"W","D8",0
"106852",7,2203.35791015625,283.476898193359,3.76545977592468,-1120230,1719180,"W","D8",0
"70486",6,2332.55053710938,225.138778686523,4.22674989700317,-1116810,1721460,"W","D8",0
"113568",7,2202.57861328125,250.527648925781,6.75869083404541,-1120350,1718760,"W","D8",0
"77195",7,2336.52783203125,311.749359130859,2.03011083602905,-1117140,1721040,"W","D8",0
"78605",7,2289.24877929688,215.015686035156,3.78435802459717,-1118040,1720950,"S","D8",0
"99187",7,2241.48266601562,145.581436157227,4.6079683303833,-1119780,1719660,"S","D8",0
"99669",7,2234.04931640625,131.265075683594,8.87151432037354,-1119720,1719630,"E","D8",0
"79070",7,2279.146484375,195.030426025391,6.87996196746826,-1118490,1720920,"S","D8",0
"91537",7,2275.33642578125,183.767929077148,3.85801529884338,-1118880,1720140,"S","D8",0
"111188",7,2237.12890625,260.696197509766,2.60505247116089,-1119750,1718910,"W","D8",0
"69494",7,2317.56689453125,283.059783935547,3.55666899681091,-1117770,1721520,"W","D8",0
"70930",7,2312.78076171875,284.410034179688,4.31331586837769,-1117890,1721430,"W","D8",0
"83865",6,2272.45971679688,323.347229003906,7.44330644607544,-1118640,1720620,"N","D8",0
"94890",7,2264.42651367188,206.373611450195,3.81113171577454,-1119090,1719930,"S","D8",0
"80045",6,2292.70092773438,304.591674804688,6.53033304214478,-1118040,1720860,"W","D8",0
"69997",6,2333.66552734375,253.080490112305,5.71324062347412,-1117080,1721490,"W","D8",0
"88173",7,2271.64135742188,301.963256835938,6.79652547836304,-1119000,1720350,"W","D8",0
"103059",7,2255.0166015625,160.944610595703,7.996994972229,-1118820,1719420,"S","D8",0
"76201",7,2302.298828125,257.122894287109,3.06886339187622,-1118160,1721100,"W","D8",0
"77146",7,2276.22192382812,237.481155395508,3.68063473701477,-1118610,1721040,"W","D8",0
"96322",7,2249.14526367188,241.832366943359,7.15894412994385,-1119330,1719840,"W","D8",0
"100624",7,2234.98413085938,163.513763427734,8.90491676330566,-1119870,1719570,"S","D8",0
"53716",7,2392.74438476562,215.341827392578,2.72855973243713,-1115910,1722510,"S","D8",0
"108783",3,2234.9365234375,281.17578125,1.98877942562103,-1119900,1719060,"W","D8",0
"117416",6,2227.7294921875,229.177322387695,2.63424348831177,-1120110,1718520,"W","D8",0
"83365",7,2262.46313476562,144.559188842773,2.94727897644043,-1119240,1720650,"S","D8",0
"93000",7,2299.05126953125,165.32389831543,2.94427752494812,-1118190,1720050,"S","D8",0
"80981",7,2263.95678710938,133.202835083008,2.17258620262146,-1118760,1720800,"E","D8",0
"110703",3,2234.82739257812,118.637016296387,1.81277346611023,-1119900,1718940,"E","D8",0
"102569",3,2264.07397460938,161.236892700195,2.85065054893494,-1119120,1719450,"S","D8",0
"87210",7,2258.77685546875,292.787475585938,4.66467618942261,-1119090,1720410,"W","D8",0
"64237",7,2348.00537109375,287.768310546875,3.90095138549805,-1117080,1721850,"W","D8",0
"98263",7,2276.638671875,239.655197143555,1.85255455970764,-1118700,1719720,"W","D8",0
"90086",7,2261.3486328125,300.699676513672,7.51521921157837,-1119210,1720230,"W","D8",0
"92989",7,2289.47705078125,242.714065551758,1.84821057319641,-1118520,1720050,"W","D8",0
"115009",7,2204.83813476562,250.925384521484,8.38036346435547,-1120320,1718670,"W","D8",0
"81476",7,2279.3017578125,335.423645019531,5.14929676055908,-1118310,1720770,"N","D8",0
"88205",7,2301.51733398438,263.313690185547,2.47891926765442,-1118040,1720350,"W","D8",0
"80985",7,2265.3564453125,301.560729980469,3.76408982276917,-1118640,1720800,"W","D8",0
"72858",7,2321.57421875,146.724472045898,5.23765993118286,-1117650,1721310,"S","D8",0
"57082",6,2391.69458007812,269.918579101562,3.28926801681519,-1115730,1722300,"W","D8",0
"91986",4,2253.09155273438,266.482452392578,3.07095670700073,-1119810,1720110,"W","D8",0
"89594",7,2249.8388671875,103.661148071289,5.24491357803345,-1119570,1720260,"E","D8",0
"104475",6,2243.66796875,277.771881103516,6.40776538848877,-1119540,1719330,"W","D8",0
"62788",7,2335.17749023438,260.423461914062,2.6607301235199,-1117350,1721940,"W","D8",0
"66661",6,2348.83056640625,242.589981079102,2.48178267478943,-1116360,1721700,"W","D8",0
"62347",7,2367.15258789062,218.846145629883,4.1456093788147,-1116180,1721970,"S","D8",0
"85788",7,2285.21337890625,305.747589111328,2.51504683494568,-1118550,1720500,"W","D8",0
"97277",6,2235.24975585938,296.44287109375,8.39778804779053,-1119480,1719780,"W","D8",0
"62310",6,2337.71044921875,257.902587890625,1.98622465133667,-1117290,1721970,"W","D8",0
"92041",7,2301.41357421875,203.009948730469,1.96205937862396,-1118160,1720110,"S","D8",0
"83427",7,2331.95166015625,261.777191162109,2.41444396972656,-1117380,1720650,"W","D8",0
"87240",7,2295.24072265625,287.6669921875,1.85580432415009,-1118190,1720410,"W","D8",0
"111187",3,2235.83642578125,257.908203125,2.90176510810852,-1119780,1718910,"W","D8",0
"96293",6,2231.21948242188,222.538116455078,2.83163785934448,-1120200,1719840,"S","D8",0
"15412",6,2085.2998046875,140.18896484375,4.60145664215088,-1127430,1724880,"S","D12",1
"16373",7,2081.83422851562,185.783828735352,3.28304839134216,-1127400,1724820,"S","D12",1
"16849",6,2086.61840820312,138.817810058594,5.77393770217896,-1127520,1724790,"S","D12",1
"22123",6,2079.56982421875,134.736663818359,6.23250293731689,-1127700,1724460,"E","D12",1
"226051",6,2075.33813476562,144.791793823242,5.32112455368042,-1127640,1724430,"S","D12",1
"230861",6,2070.50439453125,140.109100341797,7.4883599281311,-1127610,1724400,"S","D12",1
"23565",6,2068.88818359375,138.430938720703,7.61019802093506,-1127640,1724370,"S","D12",1
"24048",6,2063.01611328125,239.944885253906,2.67109799385071,-1127550,1724340,"W","D12",1
"288371",7,2069.07055664062,98.3764190673828,5.23408699035645,-1127880,1724040,"E","D12",1
"27394",7,2078.28735351562,85.2436294555664,6.4800968170166,-1127970,1724130,"E","D12",1
"27874",6,2079.0458984375,69.2828369140625,6.79960489273071,-1127970,1724100,"E","D12",1
"278741",6,2079.0458984375,69.2828369140625,6.79960489273071,-1127970,1724100,"E","D12",1
"278742",6,2079.0458984375,69.2828369140625,6.79960489273071,-1127970,1724100,"E","D12",1
"278753",7,2075.4287109375,74.2640380859375,6.40701627731323,-1127940,1724100,"E","D12",1
"278743",6,2079.0458984375,69.2828369140625,6.79960489273071,-1127970,1724100,"E","D12",1
"278744",6,2079.0458984375,69.2828369140625,6.79960489273071,-1127970,1724100,"E","D12",1
"278751",7,2075.4287109375,74.2640380859375,6.40701627731323,-1127940,1724100,"E","D12",1
"2739553",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273951",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273952",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273953",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273954",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273955",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273956",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739630",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"273957",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273958",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273959",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739510",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739511",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"27396110",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"273962",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"273963",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"273964",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739512",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739513",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273965",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739514",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739515",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739516",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273966",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739517",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273967",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"273968",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739518",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"273969",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739519",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739610",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739520",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739521",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739522",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739523",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739524",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739525",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739526",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739527",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739611",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739528",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739529",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739612",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739530",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739613",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739531",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739614",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"278752",7,2075.4287109375,74.2640380859375,6.40701627731323,-1127940,1724100,"E","D12",1
"2739532",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739533",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739615",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739534",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739616",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739535",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739536",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739537",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739538",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739539",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739540",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739541",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739617",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739542",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739543",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739544",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739618",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739545",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739546",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739619",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739620",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739547",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739548",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739621",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739622",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739549",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739550",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739623",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739624",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739625",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739626",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739627",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739628",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"2739551",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739552",6,2074.95483398438,90.1446380615234,5.72312927246094,-1127940,1724130,"E","D12",1
"2739629",7,2072.56201171875,100.791793823242,4.59419822692871,-1127910,1724130,"E","D12",1
"99198",7,2240.41015625,269.115447998047,8.88871192932129,-1119450,1719660,"W","D8",1
"66142",7,2326.70288085938,273.844573974609,3.4117705821991,-1117530,1721730,"W","D8",1
"83407",7,2305.79052734375,282.392059326172,2.88717246055603,-1117980,1720650,"W","D8",1
"84375",7,2318.49389648438,272.636444091797,3.46936559677124,-1117740,1720590,"W","D8",1
"65703",6,2352.380859375,172.837280273438,3.97660303115845,-1116300,1721760,"S","D8",1
"1039803",7,2208.47045898438,187.314483642578,4.34324312210083,-1119990,1719360,"S","D8",1
"1039801",7,2208.47045898438,187.314483642578,4.34324312210083,-1119990,1719360,"S","D8",1
"103513",7,2232.16259765625,290.640747070312,8.22609519958496,-1119600,1719390,"W","D8",1
"1035131",7,2232.16259765625,290.640747070312,8.22609519958496,-1119600,1719390,"W","D8",1
"1035132",7,2232.16259765625,290.640747070312,8.22609519958496,-1119600,1719390,"W","D8",1
"103031",6,2220.7626953125,302.661285400391,9.29150867462158,-1119660,1719420,"W","D8",1
"102552",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1025521",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1025522",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"102072",7,2219.33862304688,290.074432373047,8.62004470825195,-1119630,1719480,"W","D8",1
"100637",7,2238.10131835938,268.916900634766,8.68851089477539,-1119480,1719570,"W","D8",1
"99197",7,2235.76123046875,267.630157470703,9.43220710754395,-1119480,1719660,"W","D8",1
"102073",7,2223.92944335938,291.645202636719,10.6792707443237,-1119600,1719480,"W","D8",1
"102551",6,2217.81591796875,298.553436279297,7.46412324905396,-1119660,1719450,"W","D8",1
"1025523",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1020721",7,2219.33862304688,290.074432373047,8.62004470825195,-1119630,1719480,"W","D8",1
"101593",6,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"102057",6,2233.21557617188,143.009063720703,5.6605281829834,-1120080,1719480,"S","D8",1
"1020571",6,2233.21557617188,143.009063720703,5.6605281829834,-1120080,1719480,"S","D8",1
"105907",7,2231.2626953125,316.627532958984,6.67868089675903,-1119780,1719240,"N","D8",1
"105904",7,2224.83618164062,325.803283691406,6.907066822052,-1119870,1719240,"N","D8",1
"105424",6,2221.4990234375,322.477478027344,7.13400316238403,-1119870,1719270,"N","D8",1
"104944",6,2218.37817382812,320.250213623047,7.06250619888306,-1119870,1719300,"N","D8",1
"104464",7,2215.44067382812,317.370819091797,6.25419569015503,-1119870,1719330,"N","D8",1
"1049441",6,2218.37817382812,320.250213623047,7.06250619888306,-1119870,1719300,"N","D8",1
"98697",7,2238.12475585938,238.352951049805,2.86944103240967,-1120080,1719690,"W","D8",1
"99664",6,2240.76635742188,186.539077758789,3.83439970016479,-1119870,1719630,"S","D8",1
"101570",7,2225.451171875,261.256408691406,2.57125687599182,-1120290,1719510,"W","D8",1
"100140",7,2237.96069335938,150.499969482422,3.41395449638367,-1119990,1719600,"S","D8",1
"1020722",7,2219.33862304688,290.074432373047,8.62004470825195,-1119630,1719480,"W","D8",1
"1025524",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1025525",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1020723",7,2219.33862304688,290.074432373047,8.62004470825195,-1119630,1719480,"W","D8",1
"102054",7,2231.88500976562,233.12646484375,2.82939982414246,-1120170,1719480,"W","D8",1
"105420",6,2215.48852539062,317.796661376953,8.52559566497803,-1119990,1719270,"N","D8",1
"106862",7,2228.93823242188,326.428680419922,5.9799108505249,-1119930,1719180,"N","D8",1
"106861",6,2226.79272460938,311.262054443359,7.2303318977356,-1119960,1719180,"W","D8",1
"104466",6,2219.61010742188,317.499694824219,7.20507431030273,-1119810,1719330,"N","D8",1
"1044661",6,2219.61010742188,317.499694824219,7.20507431030273,-1119810,1719330,"N","D8",1
"104465",7,2217.36206054688,317.892944335938,6.75165033340454,-1119840,1719330,"N","D8",1
"1044662",6,2219.61010742188,317.499694824219,7.20507431030273,-1119810,1719330,"N","D8",1
"101572",7,2228.53735351562,267.218170166016,3.21336507797241,-1120230,1719510,"W","D8",1
"101091",7,2226.8798828125,251.046798706055,2.55163359642029,-1120260,1719540,"W","D8",1
"1020572",6,2233.21557617188,143.009063720703,5.6605281829834,-1120080,1719480,"S","D8",1
"1020573",6,2233.21557617188,143.009063720703,5.6605281829834,-1120080,1719480,"S","D8",1
"103500",7,2211.90356445312,149.123321533203,8.44626808166504,-1119990,1719390,"S","D8",1
"103979",7,2209.740234375,157.714813232422,7.07322835922241,-1120020,1719360,"S","D8",1
"1039791",7,2209.740234375,157.714813232422,7.07322835922241,-1120020,1719360,"S","D8",1
"1039802",7,2208.47045898438,187.314483642578,4.34324312210083,-1119990,1719360,"S","D8",1
"106387",7,2233.66333007812,312.836517333984,5.59331655502319,-1119780,1719210,"W","D8",1
"105908",7,2233.09521484375,316.761901855469,6.38079452514648,-1119750,1719240,"N","D8",1
"101118",6,2242.91748046875,272.249359130859,8.80405235290527,-1119450,1719540,"W","D8",1
"1025526",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"103030",6,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1030301",6,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1030302",6,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1030311",6,2220.7626953125,302.661285400391,9.29150867462158,-1119660,1719420,"W","D8",1
"97729",7,2223.23266601562,228.648071289062,2.74794554710388,-1120320,1719750,"W","D8",1
"97736",7,2237.3388671875,268.2158203125,3.88505125045776,-1120110,1719750,"W","D8",1
"100619",7,2236.76098632812,156.034530639648,3.94950079917908,-1120020,1719570,"S","D8",1
"99663",7,2239.74072265625,205.570159912109,3.68731045722961,-1119900,1719630,"S","D8",1
"1025527",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1025528",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1025529",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"10255210",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"1015721",7,2228.53735351562,267.218170166016,3.21336507797241,-1120230,1719510,"W","D8",1
"100609",7,2225.98193359375,239.780029296875,2.88920211791992,-1120320,1719570,"W","D8",1
"1001401",7,2237.96069335938,150.499969482422,3.41395449638367,-1119990,1719600,"S","D8",1
"124124",7,2199.29760742188,82.7035675048828,11.2369356155396,-1120470,1718100,"E","D8",1
"102556",6,2239.33544921875,297.174224853516,8.56868934631348,-1119510,1719450,"W","D8",1
"10255211",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"10255212",7,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"100631",7,2219.09155273438,127.186683654785,8.03563976287842,-1119660,1719570,"E","D8",1
"857882",7,2285.21337890625,305.747589111328,2.51504683494568,-1118550,1720500,"W","D8",1
"86738",7,2274.59790039062,310.032379150391,7.51906299591064,-1118850,1720440,"W","D8",1
"86253",7,2261.74584960938,308.997253417969,4.7458610534668,-1119000,1720470,"W","D8",1
"74760",7,2299.61376953125,277.130859375,2.34722685813904,-1118190,1721190,"W","D8",1
"74285",7,2304.22338867188,303.116394042969,2.89685344696045,-1118040,1721220,"W","D8",1
"81962",6,2296.591796875,298.668884277344,6.05823469161987,-1118130,1720740,"W","D8",1
"79087",6,2294.84765625,291.331787109375,7.9093976020813,-1117980,1720920,"W","D8",1
"80047",6,2299.02124023438,292.784545898438,6.65938663482666,-1117980,1720860,"W","D8",1
"87211",7,2260.90234375,296.688140869141,5.64126539230347,-1119060,1720410,"W","D8",1
"872111",7,2260.90234375,296.688140869141,5.64126539230347,-1119060,1720410,"W","D8",1
"87212",7,2263.45751953125,301.639343261719,6.43836688995361,-1119030,1720410,"W","D8",1
"89592",4,2254.81201171875,105.523857116699,4.25760793685913,-1119630,1720260,"E","D8",1
"82430",6,2275.1767578125,310.518737792969,5.49165391921997,-1118490,1720710,"W","D8",1
"81950",7,2273.73779296875,300.904632568359,3.06491017341614,-1118490,1720740,"W","D8",1
"824301",6,2275.1767578125,310.518737792969,5.49165391921997,-1118490,1720710,"W","D8",1
"819501",7,2273.73779296875,300.904632568359,3.06491017341614,-1118490,1720740,"W","D8",1
"85319",7,2295.251953125,210.808898925781,1.4256933927536,-1118220,1720530,"S","D8",1
"71885",7,2304.78686523438,264.612335205078,2.72069072723389,-1118040,1721370,"W","D8",1
"69003",7,2307.45971679688,238.379898071289,3.0812201499939,-1118100,1721550,"W","D8",1
"80986",7,2266.91943359375,312.227600097656,4.28543138504028,-1118610,1720800,"W","D8",1
